ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
SDIG,"Stronghold Digital Mining, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001856028,BBG011YPF0K4,BBG011YPF0R7,2024-04-19T00:00:00Z
SDOT,Sadot Group Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001701756,BBG009DCF1Z2,BBG009DCF208,2024-04-19T00:00:00Z
SDPI,Superior Drilling Products Inc.,stocks,us,XASE,CS,True,usd,0001600422,BBG0069GVL73,BBG0069GVL82,2024-04-19T00:00:00Z
SDRL,Seadrill Limited,stocks,us,XNYS,CS,True,usd,0001737706,,,2024-04-19T00:00:00Z
SEAT,Vivid Seats Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001856031,BBG012C73RF6,BBG012C73S82,2024-04-19T00:00:00Z
SEB,Seaboard Corporation,stocks,us,XASE,CS,True,usd,0000088121,BBG000BSPWD3,BBG001S5VYZ8,2024-04-19T00:00:00Z
SEDA,SDCL EDGE Acquisition Corporation,stocks,us,XNYS,CS,True,usd,0001846975,,,2024-04-19T00:00:00Z
SEDG,"SolarEdge Technologies, Inc.",stocks,us,XNAS,CS,True,usd,0001419612,BBG0084BBZY6,BBG0084BC0P2,2024-04-19T00:00:00Z
SEE,Sealed Air Corp.,stocks,us,XNYS,CS,True,usd,0001012100,BBG000C22QV7,BBG001SBSZ95,2024-04-19T00:00:00Z
SEED,Origin Agritech Limited,stocks,us,XNAS,CS,True,usd,0001321851,,,2024-04-19T00:00:00Z
SEEL,"Seelos Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001017491,BBG000BZ9N90,BBG001S7J019,2024-04-19T00:00:00Z
SEER,"Seer, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001726445,BBG00HPLTRR8,BBG00HPLTRS7,2024-04-19T00:00:00Z
SEIC,SEI Investments Co,stocks,us,XNAS,CS,True,usd,0000350894,BBG000BSQLT9,BBG001S5VZJ3,2024-04-19T00:00:00Z
SELF,"Global Self Storage, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001031235,BBG000BQDXP5,BBG001SB1GZ7,2024-04-19T00:00:00Z
SELX,Semilux International Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001990950,,,2024-04-19T00:00:00Z
SEM,SELECT MEDICAL HOLDINGS CORP,stocks,us,XNYS,CS,True,usd,0001320414,BBG000QCHMH9,BBG001SMLRT4,2024-04-19T00:00:00Z
SEMR,"SEMrush Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0001831840,BBG00Z6S6258,BBG00Z6S6285,2024-04-19T00:00:00Z
SENEA,Seneca Foods Corp,stocks,us,XNAS,CS,True,usd,0000088948,BBG000DQ1TN7,BBG001S8L1W8,2024-04-19T00:00:00Z
SENEB,Seneca Foods Corp,stocks,us,XNAS,CS,True,usd,0000088948,BBG000DQ35Z4,BBG001S8L1X7,2024-04-19T00:00:00Z
SENS,"Senseonics Holdings, Inc.",stocks,us,XASE,CS,True,usd,0001616543,BBG00BR4Q8D7,BBG00BR4Q8C8,2024-04-19T00:00:00Z
SEPA,SEP Acquisition Corp Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001849902,BBG0112HNJC6,BBG0112HNK60,2024-04-19T00:00:00Z
SER,"Serina Therapeutics, Inc.",stocks,us,XASE,CS,True,usd,0001708599,BBG00HCXQ7B0,BBG00HCXQ7C9,2024-04-19T00:00:00Z
SERA,"Sera Prognostics, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001534969,BBG001J19ZJ7,BBG001V0FR24,2024-04-19T00:00:00Z
SERV,Serve Robotics Inc. Common Stock,stocks,us,XNAS,CS,True,usd,,BBG0123N71Y3,BBG0123N71Z2,2024-04-19T00:00:00Z
SES,SES AI Corporation,stocks,us,XNYS,CS,True,usd,0001819142,BBG00YMWPMT3,BBG00YMWPMV0,2024-04-19T00:00:00Z
SEVN,Seven Hills Realty Trust Common Stock,stocks,us,XNAS,CS,True,usd,0001452477,BBG00GGSN9V6,BBG00GGSN9W5,2024-04-19T00:00:00Z
SEZL,Sezzle Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001662991,BBG00MKN0917,BBG00MKN0926,2024-04-19T00:00:00Z
SF,Stifel Financial Corp.,stocks,us,XNYS,CS,True,usd,0000720672,BBG000BSS5C0,BBG001S5W081,2024-04-19T00:00:00Z
SFBC,"Sound Financial Bancorp, Inc.",stocks,us,XNAS,CS,True,usd,0001541119,BBG000BD3F92,BBG001S7WQB6,2024-04-19T00:00:00Z
SFBS,ServisFirst Bancshares Inc.,stocks,us,XNYS,CS,True,usd,0001430723,BBG000FB8PF8,BBG001T2HRB1,2024-04-19T00:00:00Z
SFIX,"Stitch Fix, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001576942,BBG0046L1KL9,BBG0046L1KM8,2024-04-19T00:00:00Z
SFL,SFL Corporation Ltd.,stocks,us,XNYS,CS,True,usd,0001289877,,,2024-04-19T00:00:00Z
SFM,"Sprouts Farmers Market, Inc.",stocks,us,XNAS,CS,True,usd,0001575515,BBG001KFKQM7,BBG001V0MZS0,2024-04-19T00:00:00Z
SFNC,Simmons First National Corp,stocks,us,XNAS,CS,True,usd,0000090498,BBG000BSTBM5,BBG001S5W0T8,2024-04-19T00:00:00Z
SFST,"Southern First Bancshares, Inc.",stocks,us,XNAS,CS,True,usd,0001090009,BBG000C0C4Q5,BBG001SD2Z08,2024-04-19T00:00:00Z
SFWL,Shengfeng Development Limited Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001863218,,,2024-04-19T00:00:00Z
SG,"Sweetgreen, Inc.",stocks,us,XNYS,CS,True,usd,0001477815,BBG005NTTSP9,BBG005NTTSQ8,2024-04-19T00:00:00Z
SGA,"Saga Communications, Inc. Class A Common Stock (FL)",stocks,us,XNAS,CS,True,usd,0000886136,BBG000F9R281,BBG001S9TY10,2024-04-19T00:00:00Z
SGBX,Safe & Green Holdings Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001023994,BBG00G6C5KF5,BBG00G6C5LT8,2024-04-19T00:00:00Z
SGC,"Superior Group of Companies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000095574,BBG000BSV7D1,BBG001S5W161,2024-04-19T00:00:00Z
SGD,Safe and Green Development Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001959023,BBG01FC82RN7,BBG01FC82RQ4,2024-04-19T00:00:00Z
SGE,"Strong Global Entertainment, Inc.",stocks,us,XASE,CS,True,usd,0001893448,BBG016N74KF9,BBG016N74M10,2024-04-19T00:00:00Z
SGH,"SMART Global Holdings, Inc. Ordinary Shares",stocks,us,XNAS,CS,True,usd,0001616533,,,2024-04-19T00:00:00Z
SGHC,Super Group (SGHC) Limited,stocks,us,XNYS,CS,True,usd,0001878057,,,2024-04-19T00:00:00Z
SGHT,"Sight Sciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001531177,BBG006BZHZC7,BBG006BZHZD6,2024-04-19T00:00:00Z
SGLY,Singularity Future Technology Ltd. Common Stock,stocks,us,XNAS,CS,True,usd,0001422892,BBG000FYWZ32,BBG001T2RCR6,2024-04-19T00:00:00Z
SGMA,Sigmatron International Inc,stocks,us,XNAS,CS,True,usd,0000915358,BBG000BGJ4K0,BBG001S7P414,2024-04-19T00:00:00Z
SGML,Sigma Lithium Corporation Common Shares,stocks,us,XNAS,CS,True,usd,0001848309,BBG00L95H2Y2,BBG0027F58B9,2024-04-19T00:00:00Z
SGMO,"Sangamo Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001001233,BBG000BHYT80,BBG001S95JZ2,2024-04-19T00:00:00Z
SGMT,Sagimet Biosciences Inc. Series A Common Stock,stocks,us,XNAS,CS,True,usd,0001400118,BBG0020584Y9,BBG0020584Z8,2024-04-19T00:00:00Z
SGN,"Signing Day Sports, Inc.",stocks,us,XASE,CS,True,usd,0001898474,BBG01GNBJCX0,BBG01GNBJCY9,2024-04-19T00:00:00Z
SGRP,SPAR Group Inc,stocks,us,XNAS,CS,True,usd,0001004989,BBG000KGQHC2,BBG001SCV2B9,2024-04-19T00:00:00Z
SGRY,"Surgery Partners, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001638833,BBG009T0TKV8,BBG009T0TKW7,2024-04-19T00:00:00Z
SGU,"Star Group, L.P. Common Units Representing Limited Partner Interest",stocks,us,XNYS,CS,True,usd,0001002590,BBG000C07VV5,BBG001S7M0P9,2024-04-19T00:00:00Z
SHAK,Shake Shack Inc.,stocks,us,XNYS,CS,True,usd,0001620533,BBG0063GCHH8,BBG0063GCHJ6,2024-04-19T00:00:00Z
SHBI,Shore Bancshares Inc,stocks,us,XNAS,CS,True,usd,0001035092,BBG000BS3PL3,BBG001S9TSK2,2024-04-19T00:00:00Z
SHC,Sotera Health Company Common Stock,stocks,us,XNAS,CS,True,usd,0001822479,BBG008LZG0Z5,BBG008LZG101,2024-04-19T00:00:00Z
SHCO,Soho House & Co Inc.,stocks,us,XNYS,CS,True,usd,0001846510,BBG011K3T2V7,BBG011K3T3Q1,2024-04-19T00:00:00Z
SHCR,"Sharecare, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001816233,BBG00XPPTB44,BBG00XPPTB53,2024-04-19T00:00:00Z
SHEN,Shenandoah Telecom Co,stocks,us,XNAS,CS,True,usd,0000354963,BBG000BTC2N0,BBG001SG37M8,2024-04-19T00:00:00Z
SHFS,"SHF Holdings, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001854963,BBG011CHSYC7,BBG011CHSYD6,2024-04-19T00:00:00Z
SHIM,Shimmick Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001887944,BBG01JN8VS80,BBG01JN8VSB6,2024-04-19T00:00:00Z
SHIP,Seanergy Maritime Holdings Corp.,stocks,us,XNAS,CS,True,usd,0001448397,,,2024-04-19T00:00:00Z
SHLS,"Shoals Technologies Group, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001831651,BBG00YQ82275,BBG00YQ82328,2024-04-19T00:00:00Z
SHO,"Sunstone Hotel Investors, Inc.",stocks,us,XNYS,CS,True,usd,0001295810,BBG000Q3TSJ1,BBG001SM4XW6,2024-04-19T00:00:00Z
SHOO,Steven Madden Ltd,stocks,us,XNAS,CS,True,usd,0000913241,BBG000BLV2Q3,BBG001S7JHQ5,2024-04-19T00:00:00Z
SHOP,Shopify Inc. Class A subordinate voting shares,stocks,us,XNYS,CS,True,usd,0001594805,BBG008HBD923,BBG004DW5NC7,2024-04-19T00:00:00Z
SHOT,"Safety Shot, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001760903,BBG00VJHSMT3,BBG00VJHSMV0,2024-04-19T00:00:00Z
SHPH,"Shuttle Pharmaceuticals Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001757499,BBG017Z2NFJ1,BBG017Z2NGC6,2024-04-19T00:00:00Z
SHPW,"Shapeways Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001784851,BBG00QLC97D3,BBG00QLC97F1,2024-04-19T00:00:00Z
SHW,The Sherwin-Williams Company,stocks,us,XNYS,CS,True,usd,0000089800,BBG000BSXQV7,BBG001S5W2F9,2024-04-19T00:00:00Z
SHYF,"The Shyft Group, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000743238,BBG000BTDHV7,BBG001S5W8H4,2024-04-19T00:00:00Z
SIBN,"SI-BONE, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001459839,BBG001J414K6,BBG001V0GNP7,2024-04-19T00:00:00Z
SIDU,"Sidus Space, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001879726,BBG013QF0XV3,BBG013QF0YW0,2024-04-19T00:00:00Z
SIEB,Siebert Financial Corp,stocks,us,XNAS,CS,True,usd,0000065596,BBG000BGJYL3,BBG001S7JVN7,2024-04-19T00:00:00Z
SIF,"SIFCO Industries, Inc.",stocks,us,XASE,CS,True,usd,0000090168,BBG000BSYVL6,BBG001S5W2P8,2024-04-19T00:00:00Z
SIG,Signet Jewelers Limited,stocks,us,XNYS,CS,True,usd,0000832988,,,2024-04-19T00:00:00Z
SIGA,SIGA Technologies Inc.,stocks,us,XNAS,CS,True,usd,0001010086,BBG000BKXWV1,BBG001S80PZ5,2024-04-19T00:00:00Z
SIGI,Selective Insurance Group,stocks,us,XNAS,CS,True,usd,0000230557,BBG000BSZ738,BBG001S5W2R6,2024-04-19T00:00:00Z
SII,Sprott Inc.,stocks,us,XNYS,CS,True,usd,0001512920,BBG000VX8S02,BBG001T2FK64,2024-04-19T00:00:00Z
SILC,Silicom Ltd,stocks,us,XNAS,CS,True,usd,0000916793,,,2024-04-19T00:00:00Z
SILK,"Silk Road Medical, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001397702,BBG0026ZJRY4,BBG0026ZJRZ3,2024-04-19T00:00:00Z
SILO,"Silo Pharma, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001514183,BBG002D1DZ06,BBG002D1DZR7,2024-04-19T00:00:00Z
SILV,SilverCrest Metals Inc. Common Shares,stocks,us,XASE,CS,True,usd,0001659520,BBG00B9JN9J9,BBG009XQLJF5,2024-04-19T00:00:00Z
SING,SinglePoint Inc.,stocks,us,BATS,CS,True,usd,0001443611,BBG000BKKYK3,BBG001SN9L37,2024-04-19T00:00:00Z
SINT,"SiNtx Technologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001269026,BBG000QVHQW1,BBG001SNTFW6,2024-04-19T00:00:00Z
SIRI,"Sirius XM Holdings,  Inc",stocks,us,XNAS,CS,True,usd,0000908937,BBG000BT0093,BBG001S70ZY6,2024-04-19T00:00:00Z
SISI,"Shineco, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001300734,BBG0089LTDY9,BBG0089LTDZ8,2024-04-19T00:00:00Z
SITC,SITE Centers Corp. Common Shares,stocks,us,XNYS,CS,True,usd,0000894315,BBG000BGZ832,BBG001S76RV1,2024-04-19T00:00:00Z
SITE,"SiteOne Landscape Supply, Inc.",stocks,us,XNYS,CS,True,usd,0001650729,BBG009T22D49,BBG009T22D67,2024-04-19T00:00:00Z
SITM,SiTime Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001451809,BBG00QNSY1H7,BBG00QNSY276,2024-04-19T00:00:00Z
SIX,Six Flags Entertainment Corp.,stocks,us,XNYS,CS,True,usd,0000701374,BBG000F4W0M4,BBG001S8H000,2024-04-19T00:00:00Z
SJ,Scienjoy Holding Corporation Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001753673,,,2024-04-19T00:00:00Z
SJM,The J.M. Smucker Company,stocks,us,XNYS,CS,True,usd,0000091419,BBG000BT1715,BBG001S5W3H5,2024-04-19T00:00:00Z
SJT,San Juan Basin Royalty Trust UBI,stocks,us,XNYS,CS,True,usd,0000319655,BBG000BT1MR4,BBG001S5W3M9,2024-04-19T00:00:00Z
SJW,SJW Group Common Stock,stocks,us,XNYS,CS,True,usd,0000766829,BBG000BT1ZY7,BBG001S5W3N8,2024-04-19T00:00:00Z
SKE,Skeena Resources Limited,stocks,us,XNYS,CS,True,usd,0001713748,BBG000FCR8D5,BBG001S6LB05,2024-04-19T00:00:00Z
SKGR,SK Growth Opportunities Corporation Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001912461,,,2024-04-19T00:00:00Z
SKIL,Skillsoft Corp.,stocks,us,XNYS,CS,True,usd,0001774675,BBG00PP0KFT9,BBG00PP0KGK6,2024-04-19T00:00:00Z
SKIN,The Beauty Health Company Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001818093,BBG00XKM1DC3,BBG00XKM1DD2,2024-04-19T00:00:00Z
SKLZ,Skillz Inc.,stocks,us,XNYS,CS,True,usd,0001801661,BBG00RQ732B6,BBG00RQ732C5,2024-04-19T00:00:00Z
SKT,Tanger Inc.,stocks,us,XNYS,CS,True,usd,0000899715,BBG000D2JB50,BBG001S7BZV7,2024-04-19T00:00:00Z
SKWD,"Skyward Specialty Insurance Group, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001519449,BBG002QHKLM6,BBG002QHKLR1,2024-04-19T00:00:00Z
SKX,"Skechers U.S.A., Inc.",stocks,us,XNYS,CS,True,usd,0001065837,BBG000C4HKK2,BBG001S5XTG8,2024-04-19T00:00:00Z
SKY,Skyline Champion Corporation Common Stock,stocks,us,XNYS,CS,True,usd,0000090896,BBG000BT2TP0,BBG001S5W456,2024-04-19T00:00:00Z
SKYE,"Skye Bioscience, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001516551,BBG00433GZN1,BBG00433H0D8,2024-04-19T00:00:00Z
SKYH,Sky Harbour Group Corporation,stocks,us,XASE,CS,True,usd,0001823587,BBG00Y6DTLC9,BBG00Y6DTLD8,2024-04-19T00:00:00Z
SKYT,"SkyWater Technology, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001819974,BBG00ZS44LN7,BBG00ZS44MH2,2024-04-19T00:00:00Z
SKYW,Skywest Inc,stocks,us,XNAS,CS,True,usd,0000793733,BBG000BT36X0,BBG001S5W465,2024-04-19T00:00:00Z
SKYX,SKYX Platforms Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001598981,BBG009NMGXS6,BBG009NMGXT5,2024-04-19T00:00:00Z
SLAB,Silicon Laboratories Inc,stocks,us,XNAS,CS,True,usd,0001038074,BBG000BB99S3,BBG001S5W492,2024-04-19T00:00:00Z
SLAM,Slam Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001838162,,,2024-04-19T00:00:00Z
SLB,Schlumberger Limited,stocks,us,XNYS,CS,True,usd,0000087347,BBG000BT41Q8,BBG001S5W4C8,2024-04-19T00:00:00Z
SLCA,"U.S. SILICA HOLDINGS, INC.",stocks,us,XNYS,CS,True,usd,0001524741,BBG001XJRMF5,BBG001XJRN72,2024-04-19T00:00:00Z
SLDB,Solid Biosciences Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001707502,BBG00JN4FXG8,BBG00JN4FXH7,2024-04-19T00:00:00Z
SLDP,"Solid Power, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001844862,BBG0112HCSY4,BBG0112HCTV5,2024-04-19T00:00:00Z
SLE,"Super League Enterprise, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001621672,BBG009XZYH65,BBG009XZYH83,2024-04-19T00:00:00Z
SLF,Sun Life Financial Inc.,stocks,us,XNYS,CS,True,usd,0001097362,BBG000LRMSB8,BBG001S7XWH6,2024-04-19T00:00:00Z
SLG,SL Green Realty Corp.,stocks,us,XNYS,CS,True,usd,0001040971,BBG000BVP5P2,BBG001S9Z1V2,2024-04-19T00:00:00Z
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001684693,,,2024-04-19T00:00:00Z
SLGN,Silgan Holdings Inc,stocks,us,XNYS,CS,True,usd,0000849869,BBG000BPDDB6,BBG001S6VPD9,2024-04-19T00:00:00Z
SLI,Standard Lithium Ltd.,stocks,us,XASE,CS,True,usd,0001537137,BBG00GNRHX08,BBG001S8KR43,2024-04-19T00:00:00Z
SLM,SLM Corporation,stocks,us,XNAS,CS,True,usd,0001032033,BBG000BBCQD7,BBG001S5W4T0,2024-04-19T00:00:00Z
SLNA,Selina Hospitality PLC Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001909417,,,2024-04-19T00:00:00Z
SLND,"Southland Holdings, Inc.",stocks,us,XASE,CS,True,usd,0001883814,BBG013HD7WF1,BBG013HD7XD1,2024-04-19T00:00:00Z
SLNG,"Stabilis Solutions, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001043186,BBG000BXDQR3,BBG001SB3623,2024-04-19T00:00:00Z
SLNH,"Soluna Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000064463,BBG000DQ1559,BBG001S8KYT1,2024-04-19T00:00:00Z
SLNO,"Soleno Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001484565,BBG0024L5B86,BBG0024L5B95,2024-04-19T00:00:00Z
SLP,"Simulations Plus, Inc.",stocks,us,XNAS,CS,True,usd,0001023459,BBG000BS2ZD1,BBG001S9TQV4,2024-04-19T00:00:00Z
SLQT,"SelectQuote, Inc.",stocks,us,XNYS,CS,True,usd,0001794783,BBG000GTP1B6,BBG001SQZ7Z7,2024-04-19T00:00:00Z
SLRC,SLR Investment Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001418076,BBG000V86JM5,BBG001T1Q8N2,2024-04-19T00:00:00Z
SLRN,"ACELYRIN, INC. Common Stock",stocks,us,XNAS,CS,True,usd,0001962918,BBG00YJKJ8H4,BBG00YJKJ8J2,2024-04-19T00:00:00Z
SLRX,"Salarius Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001615219,BBG00740LLD5,BBG00740LLF3,2024-04-19T00:00:00Z
SLS,"SELLAS Life Sciences Group, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001390478,BBG000VC77H7,BBG001T223C9,2024-04-19T00:00:00Z
SLSR,Solaris Resources Inc.,stocks,us,XASE,CS,True,usd,0002019103,BBG00WMMTTM7,BBG00L8NLS36,2024-04-19T00:00:00Z
SLVM,Sylvamo Corporation,stocks,us,XNYS,CS,True,usd,0001856485,BBG0122M8031,BBG0122M8040,2024-04-19T00:00:00Z
SM,SM Energy Company,stocks,us,XNYS,CS,True,usd,0000893538,BBG000BFV115,BBG001S6W0J7,2024-04-19T00:00:00Z
SMAR,Smartsheet Inc.,stocks,us,XNYS,CS,True,usd,0001366561,BBG00GQK3WB5,BBG00GQK3WC4,2024-04-19T00:00:00Z
SMBC,Southern Missouri Bancorp,stocks,us,XNAS,CS,True,usd,0000916907,BBG000C3ZNH2,BBG001S7WWN0,2024-04-19T00:00:00Z
SMBK,"SmartFinancial, Inc.",stocks,us,XNYS,CS,True,usd,0001038773,BBG000BP08R4,BBG001SDRQW6,2024-04-19T00:00:00Z
SMCI,"Super Micro Computer, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001375365,BBG000MYZDJ3,BBG001SQGH95,2024-04-19T00:00:00Z
SMFL,"Smart for Life, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001851860,BBG0149HJKJ8,BBG0149HJKK6,2024-04-19T00:00:00Z
SMG,The Scotts Miracle-Gro Company,stocks,us,XNYS,CS,True,usd,0000825542,BBG000BT5PG5,BBG001S5W5H0,2024-04-19T00:00:00Z
SMHI,SEACOR Marine Holdings Inc. Common Stock,stocks,us,XNYS,CS,True,usd,0001690334,BBG00BKY9L66,BBG00BKY9L84,2024-04-19T00:00:00Z
SMID,Smith-Midland Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0000924719,BBG000FYWS74,BBG001S8P984,2024-04-19T00:00:00Z
SMLP,"Summit Midstream Partners, LP",stocks,us,XNYS,CS,True,usd,0001549922,BBG003B91XR8,BBG003B91YL2,2024-04-19T00:00:00Z
SMLR,"Semler Scientific, Inc.",stocks,us,XNAS,CS,True,usd,0001554859,BBG005LBVCB7,BBG005LBVC90,2024-04-19T00:00:00Z
SMMF,"Summit Financial Group, Inc.",stocks,us,XNAS,CS,True,usd,0000811808,BBG000DLWWK0,BBG001SDPJC6,2024-04-19T00:00:00Z
SMMT,Summit Therapeutics Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001599298,BBG00X3GQL76,BBG00X3GQL94,2024-04-19T00:00:00Z
SMP,Standard Motor Products,stocks,us,XNYS,CS,True,usd,0000093389,BBG000BT68C6,BBG001S5W5Z0,2024-04-19T00:00:00Z
SMPL,The Simply Good Foods Company Common Stock,stocks,us,XNAS,CS,True,usd,0001702744,BBG00GVP5JL4,BBG00GVP5JM3,2024-04-19T00:00:00Z
SMR,NuScale Power Corporation,stocks,us,XNYS,CS,True,usd,0001822966,BBG00YG48NM6,BBG00YG48PG8,2024-04-19T00:00:00Z
SMRT,"SmartRent, Inc.",stocks,us,XNYS,CS,True,usd,0001837014,BBG00Z0H9PY2,BBG00Z0H9PZ1,2024-04-19T00:00:00Z
SMSI,Smith Micro Software Inc,stocks,us,XNAS,CS,True,usd,0000948708,BBG000BGWD61,BBG001S66TR4,2024-04-19T00:00:00Z
SMTC,Semtech Corp,stocks,us,XNAS,CS,True,usd,0000088941,BBG000DBKR53,BBG001S7TWW4,2024-04-19T00:00:00Z
SMTI,Sanara MedTech Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0000714256,BBG000KLGDZ6,BBG001SKS528,2024-04-19T00:00:00Z
SMWB,Similarweb Ltd.,stocks,us,XNYS,CS,True,usd,0001842731,,,2024-04-19T00:00:00Z
SMX,SMX (Security Matters) Public Limited Company Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001940674,,,2024-04-19T00:00:00Z
SMXT,Solarmax Technology Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001519472,BBG0029YCCN6,BBG0029YCCP4,2024-04-19T00:00:00Z
SN,"SharkNinja, Inc.",stocks,us,XNYS,CS,True,usd,0001957132,,,2024-04-19T00:00:00Z
SNA,Snap-on Incorporated,stocks,us,XNYS,CS,True,usd,0000091440,BBG000BT7JW9,BBG001S5W688,2024-04-19T00:00:00Z
SNAL,"Snail, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001886894,BBG019QV0CG8,BBG019QV0D94,2024-04-19T00:00:00Z
SNAP,Snap Inc.,stocks,us,XNYS,CS,True,usd,0001564408,BBG00441QMJ7,BBG00441QMK5,2024-04-19T00:00:00Z
SNAX,"Stryve Foods, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001691936,BBG00MNTKS17,BBG00MNTKT06,2024-04-19T00:00:00Z
SNBR,Sleep Number Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0000827187,BBG000DM2BF3,BBG001SD3530,2024-04-19T00:00:00Z
SNCR,Synchronoss Technologies Inc Common Stock,stocks,us,XNAS,CS,True,usd,0001131554,BBG000Q4SFZ0,BBG001SM6LG8,2024-04-19T00:00:00Z
SNCY,"Sun Country Airlines Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001743907,BBG00Z6F8CB5,BBG00Z6F8D50,2024-04-19T00:00:00Z
SND,"Smart Sand, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001529628,BBG004P1F656,BBG004P1F665,2024-04-19T00:00:00Z
SNDA,"Sonida Senior Living, Inc.",stocks,us,XNYS,CS,True,usd,0001043000,BBG000BW7NT7,BBG001SBCJQ9,2024-04-19T00:00:00Z
SNDL,Sundial Growers Inc. Common Shares,stocks,us,XNAS,CS,True,usd,0001766600,BBG00PNJJW42,BBG00PNJJW51,2024-04-19T00:00:00Z
SNDR,"Schneider National, Inc.",stocks,us,XNYS,CS,True,usd,0001692063,BBG000DR87M7,BBG001SF1R75,2024-04-19T00:00:00Z
SNDX,"Syndax Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001395937,BBG000R33JY1,BBG001T92272,2024-04-19T00:00:00Z
SNES,"SenesTech, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001680378,BBG002VBFQL9,BBG002VBFQM8,2024-04-19T00:00:00Z
SNEX,StoneX Group Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0000913760,BBG000BB1VJ2,BBG001S5RD07,2024-04-19T00:00:00Z
SNFCA,Security National Financial Co,stocks,us,XNAS,CS,True,usd,0000936217,BBG000C3JXB4,BBG001S6HG45,2024-04-19T00:00:00Z
